,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
ANP32 acidic nuclear phosphoproteins,-1.7677967306456372,-1.4215742925277628,0.20686246422142657,1.2071432500887753,-0.02392353734187024,0.07590270539767627,0.1488701169174777,-1.1179071243438243
APC membrane recruitment proteins,1.4588923186322784,0.9819737656698466,0.7133309302176309,0.8133198449923355,0.6467549681154967,0.7342487063625371,-0.8663821931665028,-0.686877103976713
ARF GTPase family,-0.6936116156150477,0.7101350341168178,-0.4193012585886979,-0.08050543723861793,0.31600160898314,0.30802934044659397,-0.03828964834369676,-0.014511117770269638
ASAP complex subunits,-2.3260000377392243,0.348125117115566,1.229981524332727,1.2731242614813902,-0.2700134577603457,-0.5078029375271249,-0.39835520785109707,-0.873742822029023
AT-rich interaction domain containing,-1.0222614046193268,-1.3554697848213784,0.4988966903190255,0.23389690924379428,1.2032354414368696,-1.1370675521900648,0.8724626333132209,0.8755046494332005
ATAC complex,-2.1605902028741752,1.6089050117922459,-0.0931183920034936,-0.19538271487615136,-0.6464252731281315,-0.26742168803144667,0.23842045331640496,-0.742326517393722
ATP binding cassette subfamily A,1.5509209307058835,0.688673689481754,0.26588393020450457,-0.2672658246510794,-0.29810992057388547,-0.5368696690519229,-0.007582716443475115,-0.44144921876663307
ATP binding cassette subfamily B,-0.603342084027616,-0.6543086060460166,0.051253066779861405,0.11964127218009352,-0.20943891181712673,0.3575480154711186,0.3153075535599769,0.4527752802294338
ATP binding cassette subfamily C,1.3112917592669697,-0.4724014010103629,0.03386484485334659,-0.48096427475422054,-0.18167003867889134,0.08130011962667069,-0.25504207894113523,0.2092564836813132
ATP binding cassette subfamily D,-0.10670646933948287,0.3821189056344471,-0.5746163088206275,0.6302077165027377,0.4684854258941101,-0.06083785321514967,0.5177583631532598,0.6065592172377954
ATP binding cassette subfamily E,-3.2189005096884906,0.8746541633050849,-0.8278010940996592,-0.5900153811406651,0.4086455890399033,0.181157892725782,0.5397017136073818,0.3318544066837437
ATP binding cassette subfamily F,-1.036791591109523,1.366728430987948,0.9577997046756586,2.0818845381411677,-0.3659195792078167,0.32778723409372557,0.43132919386579255,-0.46734857629653404
ATP binding cassette subfamily G,1.4171432224481912,-1.095569682715188,-0.023455444259198942,-0.3352627064016933,0.4738356579028357,1.3475418726204067,0.3738275924017973,0.5944944471001026
ATPase F1/V1 alpha/A and beta/B subunit family,1.1936954720968322,0.023675239825498528,-0.05010632158042128,0.8889984733186799,-0.5304239875603198,1.446285221365103,0.2246865098018955,-0.3134062439591168
ATPase H+/K+ transporting,0.9354072899875013,-1.2786724531148184,0.35771310958774977,-0.28834468089266396,-0.4636707323587109,0.3879881743226654,-0.9528235741777246,-0.8820739074626917
ATPase Na+/K+ transporting subunits,1.228505284672504,0.9207631390354789,0.3642448343997358,0.2141928476157724,0.5506865968988656,1.0125768918676135,-0.297032989054682,0.460684832529537
ATPase copper transporting,0.10075387363974227,-0.6524039212541192,-0.5835462532667439,-1.669234221752972,-0.7733753525450038,0.057720895793435936,-1.1141198239764825,0.031677888057521586
ATPase orphan transporters,-0.5331862685674014,-0.42895344502376864,-0.15869484548405324,-0.4536367334924167,1.1677171991976139,-0.00626009167609839,-1.1795754506666927,-0.9994965936207163
ATPase phospholipid transporting,-0.4560042904038929,-0.2580922306599898,-0.1097342069112911,-0.2820721731736785,0.4106655123152349,0.24497955344328026,-0.10586123518737797,-0.07511943059344503
ATPases Ca2+ transporting,-0.12899778717578492,-0.23588224946101743,0.047924666681683346,0.9434507334635516,-0.09969947024618785,0.45020838460226265,-0.9766127579188658,0.3370018447044745
Abhydrolase domain containing,0.4921592632951734,-0.10509131719095947,-0.254611877283878,-0.5865109690336273,-0.19798118104184714,0.19424234497610712,0.31863760542846903,-0.36128808090991565
Abl family tyrosine kinases,-1.105403243095878,1.6486125755695153,-2.1655742951409542,-0.7524793049011409,0.9329595473784628,-0.6703592802166863,-0.8944441244385586,1.0868699352766276
Acetyl-CoA carboxylase family,3.6126843782353073,0.42419704472154174,-1.4332586636078826,0.49624322182218134,-1.1633859691645771,-1.373323524499199,1.1181530426855602,0.21767844133998457
Acid phosphatases,0.34292009403939305,-0.526986927310264,-0.207878751758432,-0.7060590987888824,-0.20700338218669437,0.34000803565170346,-0.05096508959421151,-0.8733746485353292
Acid sensing ion channel subunits,1.5691541399383404,1.815984370117153,1.024487422737333,0.7736399622450186,1.6712853917029087,1.0593667911393343,-0.17066585138545415,0.3220282279030157
Actin related protein 2/3 complex subunits,-2.6636081200068156,-1.7112503220741258,-0.7081116592925693,0.6118744587402501,0.5728900947312766,0.8120918626688934,0.03569607809343337,0.25535661420543465
Actin related proteins,-0.4341971675932586,0.6930497836173959,1.186405155666013,-0.42172196663065104,-0.2583237346013292,0.20620510953378762,0.10593522582363332,0.4653740534956104
Actinins,0.38189699750465117,0.022859838023323902,-1.5800439339688475,1.0969712856097065,0.39454089867574144,-0.3944289417412709,-0.7898576783699666,0.9103015837511822
Actins,0.5732498142714086,0.022706116972751537,-1.2858994615564165,1.1860528953437184,-0.4814193716152382,-0.6581669234366346,-1.084028574214282,0.8199746676928632
Activating leukocyte immunoglobulin like receptors,-2.1281885838274457,-2.0828113725219533,-0.3289441294681555,1.5495202907701169,2.584183647691479,-1.6571316399137666,1.0696257125636235,0.35336338718700555
Activating signal cointegrator 1 complex,-1.9890759770948674,0.23332376060844928,-0.5613903576979097,-0.09728133354186755,-1.0044868815750556,0.1569933895211199,0.4320512536702463,-0.03307300035823381
Acyl-CoA synthetase family,1.1085080212824738,-0.4748659394479075,0.18099951676657977,-0.713879296810258,-0.2902059337201327,0.1339025273996062,0.5708535735703042,-0.16245042318608652
Acyl-CoA thioesterases,1.9378693342424467,-0.8739915570194825,-0.3851901744589924,0.15306533594711005,-0.6000235575830004,1.0051432037477084,1.2522979001504286,0.4590427809196793
Adaptor related protein complex 1,-1.3866622731354747,-0.7651507804281102,0.05111481991049702,-0.18489803472571356,0.09586934535997896,0.30703286347442876,-0.265231304427994,-0.08222263827873819
Adaptor related protein complex 2,-0.8913769590773426,0.8824489735067484,-0.3422567814170302,0.49302391091080977,1.5601796894417537,0.9846453394605252,0.5370027157295774,0.7595177201694217
Adaptor related protein complex 3,-1.6322746832072652,1.3224606768242748,-0.20372305973348864,-0.9330498433878837,0.3149790969418416,0.7706861906003005,-0.2560975664562578,0.07809644217104779
Adaptor related protein complex 4,-2.150439507026677,1.6712282051874567,0.3731515531913609,0.16778825849392687,-0.4385787009176196,0.16473578806563258,-0.44647488072226776,0.6748841262591813
Adaptor related protein complex 5,-0.8521900517080806,-1.0547429497459422,0.5452701992367759,0.49679469608194693,0.018992806377946668,0.5593153088541064,-0.42727848805920027,-0.7988888741951005
Adducin family,-1.3183622632288556,0.9667240605688493,0.39674658917915256,0.7640042344802058,1.2160814189451092,0.8644197201849901,-0.2718075459665059,-0.5189588095641252
Adenosine deaminase family,-0.9730549747470474,-1.2222657372348347,0.4456555215222914,1.3901989384476177,0.08003726162036237,0.4050773764252048,0.2230806281556273,-0.4835135847373812
Adenosine deaminases acting on RNA,-0.6997338841997153,-0.3769731683827105,0.800721638655954,-0.8482293807035508,0.6475956348321095,0.11922744822420768,-0.32905657579935005,-0.14821762010959683
Adenosine receptors,-0.46088933557932926,-0.4589064012878628,0.6828274016633585,0.563919193703547,1.2779705993249026,0.004893939622905712,-0.4480110629138364,0.4522714376429502
Adenylate cyclases,1.2733975900848382,1.6441319824342877,0.05102649005921671,0.4939632977883103,0.4418183481655403,-0.5763121619815207,-0.4223361374797611,0.9920046466663132
Adenylate kinases,0.46037830053754086,0.7009933433855242,0.30072231955155676,-0.21970855607539985,-0.9997445511385283,0.9678386409934752,0.6683679468191634,0.34164965976532513
"Adhesion G protein-coupled receptors, subfamily A",1.8061139556205554,1.6875793496554483,-1.135529170234555,-0.2273580654979091,0.637244070799334,0.16763742588908068,-0.14829558061958548,0.07593830709942022
"Adhesion G protein-coupled receptors, subfamily B",0.8780455940476249,2.38914298157176,0.8601502951451137,0.24066562856323154,3.2395515610032457,1.5444575955894917,-0.09217140842394893,0.033966832265510914
"Adhesion G protein-coupled receptors, subfamily D",0.7867351820941377,-0.27360949518325683,-1.1804986963267965,-0.14667988124384118,0.03016145022221997,-0.12312173948185402,-1.0506182264977042,1.6722534480167321
"Adhesion G protein-coupled receptors, subfamily E",-2.058256880181758,-2.9157573349580153,-0.8308557925900941,1.461329354317723,1.7188006120825337,-1.115798720248211,0.36511568455960247,0.4921123803869694
"Adhesion G protein-coupled receptors, subfamily F",0.7097020758890263,0.10913210180891947,-0.08810254194727625,-0.35317050526987726,-0.8786286070485962,-0.610930828603366,-0.27398826358203837,-0.07885351615814352
"Adhesion G protein-coupled receptors, subfamily G",0.12971146134107456,-1.9553278003198369,-0.2575728569530386,-0.5040842738728537,0.2425406959913086,0.22412480338447377,-0.36371764968109144,-0.06586730401428328
"Adhesion G protein-coupled receptors, subfamily L",0.06415116092100236,1.0594165329963798,-3.1199638878268585,1.1394624378048106,0.12506482183859916,-1.6772092242420724,0.6611728736832815,1.8636872469650445
"Adhesion G protein-coupled receptors, subfamily V",2.425958190872105,1.6000006894887646,0.2554502634850065,-1.052441227606661,1.9874279571066584,1.3972104669814036,1.7311843086368646,-1.0416843640533358
Adiponectin receptors,1.2254893514926561,-1.019700251239945,0.3352491215619466,0.10277085687645761,-0.14138254482569115,-0.16603946452466659,-0.10645348845923551,0.17585725384734904
Adrenoceptors,0.9783983341879354,0.19606155879277856,-0.8267484014962007,0.5485943804278474,1.3606108172341376,-1.285453699306861,0.44041721205666534,0.06501841621235603
Ajuba family,0.33479348813258053,0.8402423007906111,-2.1785277629799213,-0.4517550705999871,-0.7470244996922738,-1.99766021806086,-0.436737275261145,-0.016509265074864263
Albuminoid family,3.5273909407282424,-2.2278318189364548,-0.008998205852395984,-1.1133206756523555,-0.1199359872862884,-0.6120092722719689,2.4555671558409475,-0.4795828486103448
Alcohol dehydrogenases,2.43409462732399,-1.5441768834843186,-1.1426502291732576,-0.3373499157474668,-0.5233585089818127,-0.30685308527821664,1.5308394179916887,0.48523092974860405
Aldehyde dehydrogenases,1.775534127607611,-0.5791483902124442,-0.8116733462641963,-0.8235834855906033,-0.5700576905671648,0.07819189592437904,0.2711455318540754,-0.32238669708749756
Aldo-keto reductases,1.2513294614986799,-1.1683272747316544,-0.4174234803766939,-0.49453784700071834,-0.10236495537790118,0.392275590294623,0.48678491098086146,0.3305092686412974
Aldolases,1.8181334703737568,-0.8623146430382105,0.23741983478927497,1.5358748608185142,0.2945743855056109,1.1949492119548413,0.19868329719275346,0.10009344270454129
Alkaline ceramidases,-0.26122440398774444,-0.6905126263594455,-0.42697752205686385,-0.5372017365675028,0.2786805864103523,0.1938703911480306,-1.610630272993618,0.8153570498122837
Alkaline phosphatases,1.3531294820148203,-1.3046388087806948,-0.14429111787761445,-0.15365724761985539,0.2305957028074386,-0.6354215602451699,0.37999040123806316,0.24464877342036268
Alkylation repair homologs,-0.20253943210669642,1.64285666007789,-0.14159403324358832,0.5331129580661814,-0.9509483174065387,-0.03087353381817963,0.2591673231314912,-0.6817511790170383
"Alpha 1,4-glycosyltransferases",1.4888422793682847,-1.810447783712798,-0.15717296974726397,-0.9033405565912013,0.48437212945492836,0.022294533516362108,-1.572490789440426,-0.9503348475388229
Alpha arrestins,-1.0822109747242143,-1.3362154856941035,0.2688212721293623,-0.19132553062026128,0.3978162581238616,-0.6438716398972707,-0.0037386828785793405,-0.37621224253944485
Alpha catenins,0.9454217892874911,1.8628989454994904,-0.5918735856516499,-0.6088647121177567,0.5629258645444878,1.1826322902631,-0.7977574401782694,0.6169125508920226
"Alpha-1,2-glucosyltransferases",-2.941506961495252,0.8065258133648426,-1.0718564261648524,-1.7128612065123987,-0.35541688416681094,-0.3510730502967394,1.0269370516193648,-0.6928811082536547
"Alpha-1,3-glucosyltransferases",-2.0797309622656215,-0.24882255073350046,-1.0247715121919818,-1.985737787262718,-0.6925634991952968,0.7309422236844982,0.669423654557329,-0.17329941155371414
Alpha-2-macroglobulin family,1.2021423176578778,0.02766558820032844,-1.3940953588769411,-0.3002506497931383,-0.1939770051460752,-0.6622799220996981,0.3246064429186373,1.7489084759837925
Alpha-L-fucosidases,-0.7031408332535181,-1.5098195673504555,-2.921103500376921,-1.5940027391896954,-0.7167818965656558,0.9102615598243555,1.171862140347472,0.4302188237187679
Aminoacyl tRNA synthetase complex interacting multifunctional proteins,-0.5708155047946902,-0.2777178728263004,0.8953064700491923,0.9891973195841193,-1.8301381723670225,1.1398099399535186,1.043891979534201,0.304617986155754
"Aminoacyl tRNA synthetases, Class I",-1.0634443456603362,-0.011530847180334695,-0.6193070784375172,0.08297896000385775,-0.815275857438227,0.9049417647855763,0.282080332262715,0.31741848636371145
"Aminoacyl tRNA synthetases, Class II",-0.9862640892944432,0.5302378581971934,-0.8385071887299241,0.47418403140420046,-1.130720334769515,1.253085743924964,-0.1804092754760951,-0.3700415317355833
Aminopeptidases,-0.6829738931466888,-0.2926364333554059,-0.427622301349911,0.7666609397750997,-1.073461884068062,-0.653057333767508,0.16912636146294735,-0.1853172640677488
Amylases alpha,2.7323311618361927,-0.8399746102395629,0.9239984644334477,-0.8799136582870376,0.6251573225309626,-2.492781242273597,-2.0901274861958274,-2.8810931979709786
Anaphase promoting complex,-1.087787358269576,0.7764088641858082,-0.14013246891095837,0.838227672257565,-0.956102412494582,-0.077510059254159,0.41911189277815386,-0.5291638045108848
Angiopoietin like family,1.908315905559867,-0.6838639191202708,-0.8865343429357644,-0.28367148414370935,0.34297231230523334,-1.0759509653517827,1.1208500478432948,0.7541534612684088
Angiopoietins,0.4714508298040642,1.566428727574482,-2.250858261452631,0.45128451870399233,0.17950860096763757,-2.012417898953013,0.12934975820041844,0.6669220901748334
Angiotensin receptors,2.0275678316156864,0.40874252080062295,-1.7323913174521208,0.0989489905998787,0.2866653722186347,-2.141008069200118,1.352520440079504,0.8386600272803251
Ankyrin repeat domain containing,-0.0829378048864597,0.3709479848790097,0.2965026032639029,0.21234573055413417,0.014031405040620497,-0.20352386105723858,-0.16716934186252924,-0.1141271220102771
Annexins,0.21524488665709077,-1.0720855278292765,-1.7044432838586303,0.19328492180558957,-0.2583096515104277,-0.7206648423296075,-0.39678761271355534,0.2471299789819504
Anoctamins,1.4082890630092584,0.22177816714928952,-0.2963971207061891,-0.08762667339525122,0.06493786662891275,0.26292645119521807,-0.6690518942987502,0.16392509075553047
Antisense RNAs,0.5659335587951917,0.21607203897638716,0.551989221522691,-0.30353347101667644,-0.014816865144771839,-0.3904616975076132,0.06334861786476817,-0.5568555600482602
Apelin receptor,0.7347731294413516,-0.24254351392967746,-1.174674368329989,1.852020365884562,2.475845029590874,-0.0577927699599414,0.8283090297671114,1.9958197213900386
Apolipoprotein B mRNA editing enzyme catalytic subunits,-1.454216405268407,-1.0662841366294402,0.2631204892625037,0.4598918333776051,-0.30096907901447084,-0.7833138330227186,-0.12566625140553372,-0.3794219286928616
Apolipoproteins,1.5950184564441332,-2.1931049172223087,-0.3667318815095816,-0.49146519223054425,0.4943912874249512,-0.31717013694814156,1.761624068766113,0.12187388283247555
Apoptosome,-0.15385216410724648,-0.218516171908551,-0.07765007710769822,1.1428990748998027,-0.15299067231756483,0.6617909926371262,0.7404468209085222,-0.5291449998245489
Aquaporins,2.1494885748392316,-0.8052921518904079,0.839877580657351,-0.6576043381567482,0.216757360153776,-0.08434135125250714,-0.09036524108086956,-0.266655512971109
Arachidonate lipoxygenases,-0.5378875279736834,-1.245236709008021,0.6534436112329235,0.44924881736534505,0.1677608819293237,-0.6138661110346667,-1.7717622366653982,-0.5485091792486179
ArfGAPs,-0.740104428001323,-0.7233956688357578,-0.4813668790892214,-0.18721417038597954,0.7661717227245652,0.7459496896106566,-0.5373573864104124,-0.3950376003901655
ArfGEF family,-0.6008157750507913,-0.3184151331090431,0.03838753648000242,-1.6095547949442732,-0.07498855743960953,1.7695933600217522,-0.5650879007668141,-0.9623821732266433
Arginine methyltransferases,-1.232935213554479,1.6397710700709514,0.19881164167324802,0.37563870514407044,-0.7860857188867116,0.006928150185425069,0.02207098588361036,-0.19174915877190707
Arginine vasopressin and oxytocin receptors,1.7824625314454048,0.6643313438768612,-0.8564548273419991,0.6658406443042559,-0.45478306457827133,-0.7444395999566027,0.10842957324276295,-0.4958700705283609
Argonaute RISC component family,-2.599270244527516,0.2359445560033948,0.6025356882133202,0.8140972626377407,0.14826740074625966,-1.2154324891940669,-0.40670145679828823,0.36668954167181594
Armadillo like helical domain containing,-1.397851477304947,0.6251719382086531,0.4970565007144087,-0.0887880293733576,-0.22428287935142066,-0.11264610122131435,0.07393046594978236,-0.10964619758938232
Armadillo repeat containing,0.17153837997317822,1.4511157814650877,-0.48892606591891785,-0.34932118923456884,0.27733310277123235,0.25502042695677607,-0.16738169342381914,-0.5134676090866187
Aromatic amino acid hydroxylase family,1.6209444220478872,-0.4322718591047056,0.8791400279664224,-0.6384846463593559,0.7375828966435349,0.8632586409913634,0.4160079135685064,-0.12325624223243101
Arylacetamide deacetylase family,1.08492601424357,-1.1967243535230498,0.2680638382041429,-0.4203199585970408,0.2507554970813263,0.3119098852759432,-0.3279437605106526,-0.04463951918394619
Arylamine N-acetyltransferases,0.8412750897243142,-3.3171882545694706,-1.2956629147097474,-1.3884232415534568,-0.5649456515776562,1.4576181780531234,0.9426229775152594,1.0577748375226974
Astacins,0.959801989282328,-1.3373026872735874,-0.29124186214043957,0.0991208144712811,0.3627071708255317,0.21454859718144337,-0.6189031944813351,1.0563906062509734
Atlastins,-0.5463043142103612,1.408773199175591,-0.8780397681963553,-1.02544744148299,-0.2840894356517648,0.4513579868106434,-0.8255988968988063,-0.2690302568574566
Atrophins,0.027992875411999418,2.995053472060241,-1.8461572105574686,0.4287341107013823,-0.42792603401873264,-1.0547049364121581,-1.3443871101883624,-0.19520419431847505
Atypical chemokine receptors,-0.16088015997821406,-0.7511286931984621,-1.0711404451875897,0.14001896973224354,0.8719349104589252,-0.5497891151186216,-0.3751445262759862,0.5444128636221224
Atypical dual specificity phosphatases,0.42371619879168404,0.4656706026333206,0.8302592458239065,0.48475946807250375,-0.7841423499516448,-0.1061890386479228,0.2475747432984138,0.2920215840624324
Aurora kinase family,-1.9452684833399687,-1.7487901216769373,2.3068650535659305,0.1238427323322992,-0.27588294412963293,0.1793889282906999,0.045307332155235906,1.4882471997651623
Autophagy related,-0.9781568683598237,0.6653666933968622,0.37633022489844326,0.3134477674980505,0.18470432230297187,-0.14622547990313783,0.12564919987315112,0.177843546607697
Axonemal dynein assembly factors,-0.0632246021227568,1.8616200559399771,0.9149679888258658,-1.2613937697203312,-1.2019973071157033,-0.559265932694201,-0.0627040264964752,-0.11456438081443501
Axonemal radial spoke subunits,0.28744315609128984,1.8892588495069684,1.5006970708971086,-1.9709634333469694,-1.003769018072228,-0.544041833714066,-0.051025046202518215,0.12140288766959528
B-WICH chromatin-remodelling complex subunits,-2.2826090020167684,-0.5822285230199382,-0.6862859061632771,0.587494693558167,-0.25912270062700204,-0.5462157319174882,-0.22429788129622932,-0.4628073732581259
B7 family,-0.9710196738280223,-1.26733675345797,-0.9280343907092091,0.37564025694226477,0.7011632539588658,-0.05034096070862355,0.11676113123678747,0.4303657859626848
BAF complex subunits,-1.0617267859541157,0.4179427537353541,1.0112543031538261,0.8927975558939772,0.4047095746461799,0.23238871649084128,-0.017383087006585193,-0.7387444446683872
BAG cochaperones,0.2967480193136893,0.9014852331284793,0.35504192939974555,0.6784807208153503,-0.6228446807807418,-0.35982675779636053,0.14725181553090194,1.1421375825419262
BAG6 complex,-2.155052070351594,0.7292636829149277,2.3240505747519387,0.19571892231509896,-2.277748384859233,-0.8414419173115782,-0.09459967379945657,1.1389175951800579
BAR and Dbl domain containing,1.5133745212564524,-1.064884051302488,-0.8455565426894959,-1.065868692478503,-0.7844974709205407,0.6881658000119592,-2.792098548394894,-0.3681135162428712
BAR-PH domain containing,-0.8733399425931335,0.5953432083875188,0.5150122108170884,0.03127108036000787,-0.026752385139344848,0.1548334534323268,-1.0869310515168908,-0.1826750083538926
BBSome,-0.29629078961785776,3.527689361703948,-0.4100972698998718,-1.1426034482108596,-0.6062286805650112,0.12747806211510834,0.45135670701145103,-0.4322324159118325
BCH domain containing ,-0.07517463983063902,-0.033477051193863544,-0.801209436717504,0.202405896493646,0.5246220918925508,0.19118735483125207,-1.0079260563383778,-0.3590381543352266
BCL2 family,-0.2778500463840942,-1.3986629149861711,-0.8519367478519513,0.07197936635695279,0.08999336155425865,0.32706231766392624,-0.043299450458032025,0.2569005797491222
BCL2 homology region 3 (BH3) only,-0.6357800460326283,-0.39794165552567623,0.33473622582353363,0.005003214178909586,0.18612082147460918,-0.04068426917661168,-0.1536677961017194,-1.101279871225739
BEACH domain containing ,-3.1348273249644527,-0.3173093055600541,-1.8024176638437321,1.774710949120717,-0.04263666039931923,-0.11227242610141712,-1.4282903437965504,-0.37614792012355863
BEN domain containing,-0.3095293444795588,0.8709486742549222,0.9016896740718437,-0.5664835633823528,0.08481864560955794,0.16810659008304119,-0.1815568673126409,-0.03644922465314998
BLOC-1 related complex subunits,-0.7836042064138969,0.29332353925763377,-0.1664001566216944,1.3955357879425296,-0.13077750256687123,0.5540058262082546,0.5005611093482316,-0.5500677736757306
BPI fold containing,1.574355751932747,-1.7309577314627917,0.7674996383873237,-0.4098308181902163,0.08432293367285287,-0.6624138263915327,-0.09839463858704525,-0.383819168711416
BR serine/threonine kinases,1.942454575899064,2.1666631879583793,1.6692439528960454,-0.44435008858221187,2.6677832321249135,1.2995643004707114,-0.6261014533842698,-0.035366652538167974
BRCA1 A complex,-2.8089039272665306,1.5243208347128336,1.2962049804030216,-0.28523242543957683,-1.3167588471506873,-1.5482716752683336,0.7057080351076825,-0.009618713762618965
BRCA1 B complex,-2.9184202096440117,-1.7746957817322622,2.504916437044013,-0.12603212082205506,-0.4922194773682811,-0.12424982221228693,-0.43941035463494166,0.5008818812709345
BRCA1 C complex,-2.9947488858044617,-1.3270344563424168,2.2442818704134444,-0.35253525856223267,-1.0635671291047315,0.68462285777266,0.8701372447002471,0.7096118639750718
